PK	GRAPHEME	NAME	EXPLICIT	DATASET	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
2182	tʂʰ	aspirated voiceless retroflex sibilant affricate consonant	+	bdproto						
2183	ʈʂ͇ʰ	aspirated voiceless retroflex sibilant affricate consonant	+	bdproto						
2184	tʂh	aspirated voiceless retroflex sibilant affricate consonant	+	bdproto						
2185	tʂʰ	aspirated voiceless retroflex sibilant affricate consonant	+	bdproto						
2186	ʈʂ͇ʰ	aspirated voiceless retroflex sibilant affricate consonant	+	bdproto						
2187	tʂʼ	voiceless retroflex ejective sibilant affricate consonant	+	bdproto						
2188	t͡ʂʼ	voiceless retroflex ejective sibilant affricate consonant	+	bdproto						
2189	ʈʂʼ	voiceless retroflex ejective sibilant affricate consonant	+	bdproto						
2190	tʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2191	tʆʱ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2192	t̠ʃh	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2193	t̠ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2194	t͡ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2195	ʧʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2196	tʆ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2197	t̠ʃ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2198	t͡ʃ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2199	ʧ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2200	tʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2201	tʆʱ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2202	t̠ʃh	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2203	t̠ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2204	t͡ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2205	ʧʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2206	th	aspirated voiceless alveolar stop consonant	+	bdproto						
2207	tʰ	aspirated voiceless alveolar stop consonant	+	bdproto						
2208	tj	palatalized voiceless alveolar stop consonant	+	bdproto						
2209	tʲ	palatalized voiceless alveolar stop consonant	+	bdproto						
2210	tʲʰ	palatalized aspirated voiceless alveolar stop consonant	+	bdproto						
2211	tʲʼ	palatalized voiceless alveolar ejective stop consonant	+	bdproto						
2212	tʼ	voiceless alveolar ejective stop consonant	+	bdproto						
2213	t’	voiceless alveolar ejective stop consonant	+	bdproto						
2214	tʼː	long voiceless alveolar ejective stop consonant	+	bdproto						
2215	t’ː	long voiceless alveolar ejective stop consonant	+	bdproto						
2216	tˀ	glottalized voiceless alveolar stop consonant	+	bdproto						
2217	tˁ	pharyngealized voiceless alveolar stop consonant	+	bdproto						
2218	tˁː	pharyngealized long voiceless alveolar stop consonant	+	bdproto						
2219	tt	long voiceless alveolar stop consonant	+	bdproto						
2220	tː	long voiceless alveolar stop consonant	+	bdproto						
2221	tˠ	velarized voiceless alveolar stop consonant	+	bdproto						
2222	tʆ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2223	t̠ʃ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2224	t͡ʃ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2225	ʧ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2226	tʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2227	tʆʱ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2228	t̠ʃh	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2229	t̠ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2230	t͡ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2231	ʧʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2232	tʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2233	tʆʱ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2234	t̠ʃh	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2235	t̠ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2236	t͡ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2237	ʧʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2238	t̠ʃʲ	palatalized voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2239	t̠ʃʲː	palatalized long voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2240	t̠ʃʷ	labialized voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2241	t̠ʃʼ	voiceless post-alveolar ejective sibilant affricate consonant	+	bdproto						
2242	t͡ʃʼ	voiceless post-alveolar ejective sibilant affricate consonant	+	bdproto						
2243	t̠ʃˀ	glottalized voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2244	t̠ʃˀʷ	labialized glottalized voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2245	t̠ʃː	long voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2246	t̠ʲ	palatalized voiceless post-alveolar stop consonant	+	bdproto						
2247	t̪	voiceless dental stop consonant	+	bdproto						
2248	t̪ʰ	aspirated voiceless dental stop consonant	+	bdproto						
2249	t̪ʼ	voiceless dental ejective stop consonant	+	bdproto						
2250	t̪ː	long voiceless dental stop consonant	+	bdproto						
2251	t̪θ̪ʼ	voiceless dental ejective affricate consonant	+	bdproto						
2252	t̰	creaky voiceless alveolar stop consonant	+	bdproto						
2253	t̰j	palatalized creaky voiceless alveolar stop consonant	+	bdproto						
2254	t̻	voiceless laminal alveolar stop consonant	+	bdproto						
2255	ts	voiceless alveolar sibilant affricate consonant	+	bdproto						
2256	t͡s	voiceless alveolar sibilant affricate consonant	+	bdproto						
2257	ʦ	voiceless alveolar sibilant affricate consonant	+	bdproto						
2258	tsh	aspirated voiceless alveolar sibilant affricate consonant	+	bdproto						
2259	tsʰ	aspirated voiceless alveolar sibilant affricate consonant	+	bdproto						
2260	t͡sʰ	aspirated voiceless alveolar sibilant affricate consonant	+	bdproto						
2261	ʦ​ʰ​	aspirated voiceless alveolar sibilant affricate consonant	+	bdproto						
2262	tsʲ	palatalized voiceless alveolar sibilant affricate consonant	+	bdproto						
2263	t͡sʲ	palatalized voiceless alveolar sibilant affricate consonant	+	bdproto						
2264	tsʼ	voiceless alveolar ejective sibilant affricate consonant	+	bdproto						
2265	t͡sʼ	voiceless alveolar ejective sibilant affricate consonant	+	bdproto						
2266	ʦʼ	voiceless alveolar ejective sibilant affricate consonant	+	bdproto						
2267	ʦ’	voiceless alveolar ejective sibilant affricate consonant	+	bdproto						
2268	tɕh	aspirated voiceless alveolo-palatal sibilant affricate consonant	+	bdproto						
2269	tɕʰ	aspirated voiceless alveolo-palatal sibilant affricate consonant	+	bdproto						
2270	t͡ɕʰ	aspirated voiceless alveolo-palatal sibilant affricate consonant	+	bdproto						
2271	t͡ɕʼ	voiceless alveolo-palatal ejective sibilant affricate consonant	+	bdproto						
2272	tɬʰ	aspirated voiceless alveolar lateral affricate consonant	+	bdproto						
2273	t͡ɬʰ	aspirated voiceless alveolar lateral affricate consonant	+	bdproto						
2274	tɬʼ	voiceless alveolar ejective lateral affricate consonant	+	bdproto						
2275	t͡ɬʼ	voiceless alveolar ejective lateral affricate consonant	+	bdproto						
2276	tʂ	voiceless retroflex sibilant affricate consonant	+	bdproto						
2277	t͡ʂ	voiceless retroflex sibilant affricate consonant	+	bdproto						
2278	ʈʂ	voiceless retroflex sibilant affricate consonant	+	bdproto						
2279	ṭṣ	voiceless retroflex sibilant affricate consonant	+	bdproto						
2280	tʂʼ	voiceless retroflex ejective sibilant affricate consonant	+	bdproto						
2281	t͡ʂʼ	voiceless retroflex ejective sibilant affricate consonant	+	bdproto						
2282	ʈʂʼ	voiceless retroflex ejective sibilant affricate consonant	+	bdproto						
2283	tʆ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2284	t̠ʃ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2285	t͡ʃ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2286	ʧ	voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2287	tʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2288	tʆʱ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2289	t̠ʃh	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2290	t̠ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2291	t͡ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2292	ʧʰ	aspirated voiceless post-alveolar sibilant affricate consonant	+	bdproto						
2293	t̠ʃʼ	voiceless post-alveolar ejective sibilant affricate consonant	+	bdproto						
2294	t͡ʃʼ	voiceless post-alveolar ejective sibilant affricate consonant	+	bdproto						
2295	tθʰ	aspirated voiceless dental affricate consonant	+	bdproto						
2296	tʼ	voiceless alveolar ejective stop consonant	+	bdproto						
2297	t’	voiceless alveolar ejective stop consonant	+	bdproto						
2298	tʼː	long voiceless alveolar ejective stop consonant	+	bdproto						
2299	t’ː	long voiceless alveolar ejective stop consonant	+	bdproto						
2300	u	rounded close back vowel	+	bdproto						
2301	u:	long rounded close back vowel	+	bdproto						
2302	uː	long rounded close back vowel	+	bdproto						
2303	ua	from rounded close back to unrounded open front diphthong	+	bdproto						
2304	ui	from rounded close back to unrounded close front diphthong	+	bdproto						
2305	uj	from rounded close back to non-syllabic unrounded close front diphthong	+	bdproto						
2306	uo	from rounded close back to rounded close-mid back diphthong	+	bdproto						
2307	uɔ	from rounded close back to rounded open-mid back diphthong	+	bdproto						
2308	uə	from rounded close back to unrounded mid central diphthong	+	bdproto						
2309	u:	long rounded close back vowel	+	bdproto						
2310	uː	long rounded close back vowel	+	bdproto						
2311	uˑ	mid-long rounded close back vowel	+	bdproto						
2312	ũ	nasalized rounded close back vowel	+	bdproto						
2313	ũ	nasalized rounded close back vowel	+	bdproto						
2314	ũː	long nasalized rounded close back vowel	+	bdproto						
2315	ũː	long nasalized rounded close back vowel	+	bdproto						
2316	u̘	advanced-tongue-root rounded close back vowel	+	bdproto						
2317	ũ̘	advanced-tongue-root nasalized rounded close back vowel	+	bdproto						
2318	u̝	raised rounded close back vowel	+	bdproto						
2319	ṳ	breathy rounded close back vowel	+	bdproto						
2320	u̥	devoiced rounded close back vowel	+	bdproto						
2321	v	voiced labio-dental fricative consonant	+	bdproto						
2322	w	voiced labio-velar approximant consonant	+	bdproto						
2323	wʲ	palatalized voiced labio-velar approximant consonant	+	bdproto						
2324	wʼ	voiced labio-velar ejective approximant consonant	+	bdproto						
2325	wˀ	glottalized voiced labio-velar approximant consonant	+	bdproto						
2326	wː	long voiced labio-velar approximant consonant	+	bdproto						
2327	w̥	devoiced voiced labio-velar approximant consonant	+	bdproto						
2328	x	voiceless velar fricative consonant	+	bdproto						
2329	xʲ	palatalized voiceless velar fricative consonant	+	bdproto						
2330	xʲʷ	palatalized labialized voiceless velar fricative consonant	+	bdproto						
2331	xʷ	labialized voiceless velar fricative consonant	+	bdproto						
2332	xʼ	voiceless velar ejective fricative consonant	+	bdproto						
2333	xˀ	glottalized voiceless velar fricative consonant	+	bdproto						
2334	y	rounded close front vowel	+	bdproto						
2335	yø	from rounded close front to rounded close-mid front diphthong	+	bdproto						
2336	yː	long rounded close front vowel	+	bdproto						
2337	yˑ	mid-long rounded close front vowel	+	bdproto						
2338	z	voiced alveolar sibilant fricative consonant	+	bdproto						
2339	zʲ	palatalized voiced alveolar sibilant fricative consonant	+	bdproto						
2340	zʼ	voiced alveolar ejective sibilant fricative consonant	+	bdproto						
2341	zː	long voiced alveolar sibilant fricative consonant	+	bdproto						
2342	zˤ	pharyngealized voiced alveolar sibilant fricative consonant	+	bdproto						
2343	z̪	voiced dental sibilant fricative consonant	+	bdproto						
2344	z̪ː	long voiced dental sibilant fricative consonant	+	bdproto						
2345	z̪ˤ	pharyngealized voiced dental sibilant fricative consonant	+	bdproto						
2346	z̪ˤː	pharyngealized long voiced dental sibilant fricative consonant	+	bdproto						
2347	z̺	voiced apical alveolar sibilant fricative consonant	+	bdproto						
2348	ã	nasalized unrounded open front vowel	+	bdproto						
2349	ã	nasalized unrounded open front vowel	+	bdproto						
2350	ãː	long nasalized unrounded open front vowel	+	bdproto						
2351	ãː	long nasalized unrounded open front vowel	+	bdproto						
2352	ä	centralized unrounded open front vowel	+	bdproto						
2353	æ	unrounded near-open front vowel	+	bdproto						
2354	æː	long unrounded near-open front vowel	+	bdproto						
2355	æ̃ː	long nasalized unrounded near-open front vowel	+	bdproto						
2356	ç	voiceless palatal sibilant fricative consonant	+	bdproto						
2357	çˀ	glottalized voiceless palatal sibilant fricative consonant	+	bdproto						
2358	çː	long voiceless palatal sibilant fricative consonant	+	bdproto						
2359	ð	voiced dental fricative consonant	+	bdproto						
2360	ðʲ	palatalized voiced dental fricative consonant	+	bdproto						
2361	ð̪ʲ	palatalized voiced dental fricative consonant	+	bdproto						
2362	ðˁ	pharyngealized voiced dental fricative consonant	+	bdproto						
2363	ðˁː	pharyngealized long voiced dental fricative consonant	+	bdproto						
2364	ðː	long voiced dental fricative consonant	+	bdproto						
2365	ðʲ	palatalized voiced dental fricative consonant	+	bdproto						
2366	ð̪ʲ	palatalized voiced dental fricative consonant	+	bdproto						
2367	ð̪ʼ	voiced dental ejective fricative consonant	+	bdproto						
2368	ð’	voiced dental ejective fricative consonant	+	bdproto						
2369	ð̪ʼ	voiced dental ejective fricative consonant	+	bdproto						
2370	ð’	voiced dental ejective fricative consonant	+	bdproto						
2371	õ	nasalized rounded close-mid back vowel	+	bdproto						
2372	õ	nasalized rounded close-mid back vowel	+	bdproto						
