PK	GRAPHEME	NAME	EXPLICIT	DATASET	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
19089	ʕ	voiced pharyngeal fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%95&inany=false&coreinv=on	conso:fricative:pharyngeal:voiced:plain			
19090	ʕʷ	labialized voiced pharyngeal fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%95%CA%B7&inany=false&coreinv=on	conso:fricative:pharyngeal:voiced:labialized			
19091	ʕʼ	voiced pharyngeal ejective fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%95%CA%BC&inany=false&coreinv=on	conso:fricative:pharyngeal:voiced:glottalized			
19092	ʕʼʷ	labialized voiced pharyngeal ejective fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%95%CA%BC%CA%B7&inany=false&coreinv=on	conso:fricative:pharyngeal:voiced:glottalized_labialized			
19093	ʘ	voiceless labial click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%98&inany=false&coreinv=on	conso:click:bilabial:voiceless:plain			
19094	ʘn	nasalized voiceless labial click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%98n&inany=false&coreinv=on	conso:click:bilabial:voiceless:nasalized			
19095	ʘn̥	nasalized voiceless labial click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%98n%CC%A5&inany=false&coreinv=on	conso:click:bilabial:voiceless:voiceless_nasalized			
19096	ʘn	nasalized voiceless labial click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%98n&inany=false&coreinv=on	conso:click:bilabial:voiceless:nasalized			
19097	ʘn̥	nasalized voiceless labial click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%98n%CC%A5&inany=false&coreinv=on	conso:click:bilabial:voiceless:voiceless_nasalized			
19098	ʘʔ	glottalized voiceless labial click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%98%CA%94&inany=false&coreinv=on	conso:click:bilabial:voiceless:glottalized			
19099	ʘʰ	aspirated voiceless labial click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%98%CA%B0&inany=false&coreinv=on	conso:click:bilabial:voiceless:aspirated			
19100	ʛ	voiced uvular implosive consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%9B&inany=false&coreinv=on	conso:implosive:uvular:voiced:plain			
19101	ʝ	voiced palatal fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%9D&inany=false&coreinv=on	conso:fricative:palatal:voiced:plain			
19102	ʝʼ	voiced palatal ejective fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CA%9D%CA%BC&inany=false&coreinv=on	conso:fricative:palatal:voiced:glottalized			
19103	β	voiced bilabial fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CE%B2&inany=false&coreinv=on	conso:fricative:bilabial:voiced:plain			
19104	θ	voiceless dental fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CE%B8&inany=false&coreinv=on	conso:fricative:interdental:voiceless:plain			
19105	θʼ	voiceless dental ejective fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CE%B8%CA%BC&inany=false&coreinv=on	conso:fricative:interdental:voiceless:glottalized			
19106	χ	voiceless uvular fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CF%87&inany=false&coreinv=on	conso:fricative:uvular:voiceless:plain			
19107	χʲ	palatalized voiceless uvular fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CF%87%CA%B2&inany=false&coreinv=on	conso:fricative:uvular:voiceless:palatalized			
19108	χʷ	labialized voiceless uvular fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CF%87%CA%B7&inany=false&coreinv=on	conso:fricative:uvular:voiceless:labialized			
19109	χː	long voiceless uvular fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CF%87%CB%90&inany=false&coreinv=on	conso:fricative:uvular:voiceless_long:plain			
19110	χˤ	pharyngealized voiceless uvular fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CF%87%CB%A4&inany=false&coreinv=on	conso:fricative:uvular:voiceless:pharyngealized			
19111	χˤʷ	labialized pharyngealized voiceless uvular fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%CF%87%CB%A4%CA%B7&inany=false&coreinv=on	conso:fricative:uvular:voiceless:pharyngealized_labialized			
19112	ḁ	devoiced unrounded open front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B8%81&inany=false&coreinv=on	vowel:low:central_unrounded:plain:voiceless			
19113	ḭ	creaky unrounded close front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B8%AD&inany=false&coreinv=on	vowel:high:front_unrounded:plain:creaky			
19114	ḭː	long creaky unrounded close front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B8%AD%CB%90&inany=false&coreinv=on	vowel:high:front_unrounded:plain:creaky_long			
19115	ṳ	breathy rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B3&inany=false&coreinv=on	vowel:high:back_rounded:plain:breathy			
19116	ṳo̤	from breathy rounded close back to breathy rounded close-mid back diphthong	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B3o%CC%A4&inany=false&coreinv=on	vowel:high_to_higher_mid:back_rounded:plain:breathy			
19117	ṳʔ	glottalized breathy rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B3%CA%94&inany=false&coreinv=on	vowel:high:back_rounded:glottalized:breathy			
19118	ṳː	long breathy rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B3%CB%90&inany=false&coreinv=on	vowel:high:back_rounded:plain:breathy_long			
19119	ṳˤ	pharyngealized breathy rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B3%CB%A4&inany=false&coreinv=on	vowel:high:back_rounded:pharyngealized:breathy			
19120	ṳ̃	nasalized breathy rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B3%CC%83&inany=false&coreinv=on	vowel:lower_high:back_rounded:nasalized:breathy			
19121	ṳ̃ˤ	pharyngealized nasalized breathy rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B3%CC%83%CB%A4&inany=false&coreinv=on	vowel:high:back_rounded:pharyngealized_nasalized:breathy			
19122	ṵ	creaky rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B5&inany=false&coreinv=on	vowel:high:back_rounded:plain:creaky			
19123	ṵː	long creaky rounded close back vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%B5%CB%90&inany=false&coreinv=on	vowel:high:back_rounded:plain:creaky_long			
19124	ṽʲ	nasalized palatalized voiced labio-dental fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%B9%BD%CA%B2&inany=false&coreinv=on	conso:fricative:labiodental:voiced:nasalized_palatalized			
19125	ẽ	nasalized unrounded close-mid front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BA%BD&inany=false&coreinv=on	vowel:higher_mid:front_unrounded:nasalized:plain			
19126	ẽⁿ	nasalized unrounded close-mid front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BA%BD%E2%81%BF&inany=false&coreinv=on	vowel:higher_mid:front_unrounded:postnasalized:plain			
19127	ẽː	long nasalized unrounded close-mid front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BA%BD%CB%90&inany=false&coreinv=on	vowel:higher_mid:front_unrounded:nasalized:long			
19128	ẽ̝	raised nasalized unrounded close-mid front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BA%BD%CC%9D&inany=false&coreinv=on	vowel:raised_higher_mid:front_unrounded:nasalized:plain			
19129	ẽ̤	nasalized breathy unrounded close-mid front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BA%BD%CC%A4&inany=false&coreinv=on	vowel:higher_mid:front_unrounded:nasalized:breathy			
19130	ẽ	nasalized unrounded close-mid front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BA%BD&inany=false&coreinv=on	vowel:higher_mid:front_unrounded:nasalized:plain			
19131	ẽⁿ	nasalized unrounded close-mid front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BA%BD%E2%81%BF&inany=false&coreinv=on	vowel:higher_mid:front_unrounded:postnasalized:plain			
19132	ỹ	nasalized rounded close front vowel	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E1%BB%B9&inany=false&coreinv=on	vowel:high:front_rounded:nasalized:plain			
19133	ⁿc	pre-nasalized voiceless palatal stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFc&inany=false&coreinv=on	conso:stop:palatal:voiceless:prenasalized			
19134	c	pre-nasalized voiceless palatal stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82c&inany=false&coreinv=on	conso:stop:palatal:voiceless:velar_prenasalized			
19135	ⁿd	pre-nasalized voiced alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd&inany=false&coreinv=on	conso:stop:alveolar:voiced:prenasalized			
19136	d	pre-nasalized voiced alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80d&inany=false&coreinv=on	conso:stop:alveolar:voiced:labial_prenasalized			
19137	ⁿdz	pre-nasalized voiced alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFdz&inany=false&coreinv=on	conso:affricate:alveolar:voiced:prenasalized			
19138	dz	pre-nasalized voiced alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80dz&inany=false&coreinv=on	conso:affricate:alveolar:voiced:labial_prenasalized			
19139	ⁿdɮ	pre-nasalized voiced alveolar lateral affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd%C9%AE&inany=false&coreinv=on	conso:affricate:lateral:voiced:prenasalized			
19140	ⁿdʒ	pre-nasalized voiced post-alveolar affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd%CA%92&inany=false&coreinv=on	conso:affricate:postalveolar:voiced:prenasalized			
19141	dʒ	pre-nasalized voiced post-alveolar affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80d%CA%92&inany=false&coreinv=on	conso:affricate:postalveolar:voiced:labial_prenasalized			
19142	ⁿdʲ	pre-nasalized palatalized voiced alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd%CA%B2&inany=false&coreinv=on	conso:stop:alveolar:voiced:palatalized_prenasalized			
19143	ⁿdʷ	pre-nasalized labialized voiced alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd%CA%B7&inany=false&coreinv=on	conso:stop:alveolar:voiced:labialized_prenasalized			
19144	ⁿd̪	pre-nasalized voiced dental stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd%CC%AA&inany=false&coreinv=on	conso:stop:dental:voiced:prenasalized			
19145	ⁿk	pre-nasalized voiceless velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFk&inany=false&coreinv=on	conso:stop:velar:voiced:alveolar_prenasalized			
19146	k	pre-nasalized voiceless velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82k&inany=false&coreinv=on	conso:stop:velar:voiceless:prenasalized			
19147	ⁿr	pre-nasalized voiced alveolar trill consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFr&inany=false&coreinv=on	conso:trill:alveolar:voiced:prenasalized			
19148	ⁿs	pre-nasalized voiceless alveolar sibilant fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFs&inany=false&coreinv=on	conso:fricative:alveolar:voiceless:prenasalized			
19149	ⁿt	pre-nasalized voiceless alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt&inany=false&coreinv=on	conso:stop:alveolar:voiceless:prenasalized			
19150	t	pre-nasalized voiceless alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80t&inany=false&coreinv=on	conso:stop:alveolar:voiceless:labial_prenasalized			
19151	ⁿts	pre-nasalized voiceless alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFts&inany=false&coreinv=on	conso:affricate:alveolar:voiceless:prenasalized			
19152	ts	pre-nasalized voiceless alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80ts&inany=false&coreinv=on	conso:affricate:alveolar:voiceless:labial_prenasalized			
19153	ⁿtsʼ	pre-nasalized voiceless alveolar ejective sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFts%CA%BC&inany=false&coreinv=on	conso:affricate:alveolar:voiceless:glottalized_prenasalized			
19154	ⁿtɬ	pre-nasalized voiceless alveolar lateral affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt%C9%AC&inany=false&coreinv=on	conso:affricate:lateral:voiceless:prenasalized			
19155	ⁿtʃ	pre-nasalized voiceless post-alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt%CA%83&inany=false&coreinv=on	conso:affricate:postalveolar:voiceless:prenasalized			
19156	tʃ	pre-nasalized voiceless post-alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80t%CA%83&inany=false&coreinv=on	conso:affricate:postalveolar:voiceless:labial_prenasalized			
19157	ⁿtʃʰʷ	pre-nasalized labialized aspirated voiceless post-alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt%CA%83%CA%B0%CA%B7&inany=false&coreinv=on	conso:affricate:postalveolar:voiceless:aspirated_labialized_prenasalized			
19158	ⁿtʃʷ	pre-nasalized labialized voiceless post-alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt%CA%83%CA%B7&inany=false&coreinv=on	conso:affricate:postalveolar:voiceless:labialized_prenasalized			
19159	ⁿtʃʼ	pre-nasalized voiceless post-alveolar ejective sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt%CA%83%CA%BC&inany=false&coreinv=on	conso:affricate:postalveolar:voiceless:glottalized_prenasalized			
19160	ⁿtʰ	pre-nasalized aspirated voiceless alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt%CA%B0&inany=false&coreinv=on	conso:stop:alveolar:voiceless:aspirated_prenasalized			
19161	ⁿz	pre-nasalized voiced alveolar sibilant fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFz&inany=false&coreinv=on	conso:fricative:alveolar:voiced:prenasalized			
19162	nǀ	pre-nasalized voiceless dental click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=n%C7%80&inany=false&coreinv=on	conso:click:dental:voiceless:prenasalized			
19163	ⁿǀ	pre-nasalized voiceless dental click consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C7%80&inany=false&coreinv=on	conso:click:dental:voiceless:prenasalized			
19164	ⁿɖ	pre-nasalized voiced retroflex stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C9%96&inany=false&coreinv=on	conso:stop:retroflex:voiced:prenasalized			
19165	ⁿɟ	pre-nasalized voiced palatal stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C9%9F&inany=false&coreinv=on	conso:stop:palatal:voiced:prenasalized			
19166	ⁿɡʷ	pre-nasalized labialized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C9%A1%CA%B7&inany=false&coreinv=on	conso:stop:velar:voiced:labialized_prenasalized			
19167	ɡʷ	pre-nasalized labialized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%C9%A1%CA%B7&inany=false&coreinv=on	conso:stop:velar:voiced:labialized_prenasalized			
19168	ⁿɬ	pre-nasalized voiceless alveolar lateral fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C9%AC&inany=false&coreinv=on	conso:fricative:lateral:voiceless:prenasalized			
19169	ɬ	pre-nasalized voiceless alveolar lateral fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%AC&inany=false&coreinv=on	conso:fricative:lateral:voiceless:labial_prenasalized			
19170	ⁿɮ	pre-nasalized voiced alveolar lateral fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C9%AE&inany=false&coreinv=on	conso:fricative:lateral:voiced:prenasalized			
19171	ⁿʃ	pre-nasalized voiceless post-alveolar sibilant fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%CA%83&inany=false&coreinv=on	conso:fricative:postalveolar:voiceless:prenasalized			
19172	ʃ	pre-nasalized voiceless post-alveolar sibilant fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%CA%83&inany=false&coreinv=on	conso:fricative:postalveolar:voiceless:labial_prenasalized			
19173	ⁿʒ	pre-nasalized voiced post-alveolar sibilant fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%CA%92&inany=false&coreinv=on	conso:fricative:postalveolar:voiced:prenasalized			
19174	b	pre-nasalized voiced bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80b&inany=false&coreinv=on	conso:stop:bilabial:voiced:prenasalized			
19175	b	pre-nasalized voiced bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82b&inany=false&coreinv=on	conso:stop:bilabial:voiced:velar_prenasalized			
19176	bʲ	pre-nasalized palatalized voiced bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80b%CA%B2&inany=false&coreinv=on	conso:stop:bilabial:voiced:palatalized_prenasalized			
19177	bʷ	pre-nasalized labialized voiced bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80b%CA%B7&inany=false&coreinv=on	conso:stop:bilabial:voiced:labialized_prenasalized			
19178	ⁿd	pre-nasalized voiced alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd&inany=false&coreinv=on	conso:stop:alveolar:voiced:prenasalized			
19179	d	pre-nasalized voiced alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80d&inany=false&coreinv=on	conso:stop:alveolar:voiced:labial_prenasalized			
19180	ⁿdz	pre-nasalized voiced alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFdz&inany=false&coreinv=on	conso:affricate:alveolar:voiced:prenasalized			
19181	dz	pre-nasalized voiced alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80dz&inany=false&coreinv=on	conso:affricate:alveolar:voiced:labial_prenasalized			
19182	ⁿdʒ	pre-nasalized voiced post-alveolar affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFd%CA%92&inany=false&coreinv=on	conso:affricate:postalveolar:voiced:prenasalized			
19183	dʒ	pre-nasalized voiced post-alveolar affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80d%CA%92&inany=false&coreinv=on	conso:affricate:postalveolar:voiced:labial_prenasalized			
19184	f	pre-nasalized voiceless labio-dental fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80f&inany=false&coreinv=on	conso:fricative:labiodental:voiceless:prenasalized			
19185	k͡p	from pre-nasalized voiceless velar stop to voiceless bilabial stop cluster	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80k%CD%A1p&inany=false&coreinv=on	conso:stop:labiovelar:voiceless:labial_prenasalized			
19186	l	pre-nasalized voiced alveolar lateral approximant consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80l&inany=false&coreinv=on	conso:lateral_approximant:lateral:voiced:labial_prenasalized			
19187	p	pre-nasalized voiceless bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80p&inany=false&coreinv=on	conso:stop:bilabial:voiceless:prenasalized			
19188	pʰ	pre-nasalized aspirated voiceless bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80p%CA%B0&inany=false&coreinv=on	conso:stop:bilabial:voiceless:aspirated_prenasalized			
19189	pʼ	pre-nasalized voiceless bilabial ejective stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80p%CA%BC&inany=false&coreinv=on	conso:stop:bilabial:voiceless:glottalized_prenasalized			
19190	ⁿt	pre-nasalized voiceless alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt&inany=false&coreinv=on	conso:stop:alveolar:voiceless:prenasalized			
19191	t	pre-nasalized voiceless alveolar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80t&inany=false&coreinv=on	conso:stop:alveolar:voiceless:labial_prenasalized			
19192	ⁿts	pre-nasalized voiceless alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFts&inany=false&coreinv=on	conso:affricate:alveolar:voiceless:prenasalized			
19193	ts	pre-nasalized voiceless alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80ts&inany=false&coreinv=on	conso:affricate:alveolar:voiceless:labial_prenasalized			
19194	ⁿtʃ	pre-nasalized voiceless post-alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFt%CA%83&inany=false&coreinv=on	conso:affricate:postalveolar:voiceless:prenasalized			
19195	tʃ	pre-nasalized voiceless post-alveolar sibilant affricate consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80t%CA%83&inany=false&coreinv=on	conso:affricate:postalveolar:voiceless:labial_prenasalized			
19196	v	pre-nasalized voiced labio-dental fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80v&inany=false&coreinv=on	conso:fricative:bilabial:voiced:prenasalized			
19197	ɡ	pre-nasalized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%A1&inany=false&coreinv=on	conso:stop:velar:voiced:labial_prenasalized			
19198	ɡ	pre-nasalized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%C9%A1&inany=false&coreinv=on	conso:stop:velar:voiced:prenasalized			
19199	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:labial_prenasalized			
19200	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:velar_prenasalized			
19201	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%EF%86%80%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:prenasalized			
19202	ⁿɬ	pre-nasalized voiceless alveolar lateral fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C9%AC&inany=false&coreinv=on	conso:fricative:lateral:voiceless:prenasalized			
19203	ɬ	pre-nasalized voiceless alveolar lateral fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%AC&inany=false&coreinv=on	conso:fricative:lateral:voiceless:labial_prenasalized			
19204	ɲ	pre-nasalized voiced palatal nasal consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%B2&inany=false&coreinv=on	conso:nasal:palatal:voiced:labial_prenasalized			
19205	ⁿʃ	pre-nasalized voiceless post-alveolar sibilant fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%CA%83&inany=false&coreinv=on	conso:fricative:postalveolar:voiceless:prenasalized			
19206	ʃ	pre-nasalized voiceless post-alveolar sibilant fricative consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%CA%83&inany=false&coreinv=on	conso:fricative:postalveolar:voiceless:labial_prenasalized			
19207	b	pre-nasalized voiced bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80b&inany=false&coreinv=on	conso:stop:bilabial:voiced:prenasalized			
19208	b	pre-nasalized voiced bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82b&inany=false&coreinv=on	conso:stop:bilabial:voiced:velar_prenasalized			
